0.,4.5315722956530906e7,5.498306430157347e7,9.995132932518951e10,1.4463576975239403e-21,3.2705249368156274e-21,-1.498965185048824e-15
0.00017826736060529247,4.5315722956543796e7,5.4983064301602624e7,9.995132931182869e10,1.4463576545777976e-21,3.2705248847076533e-21,-1.4989651851435489e-15
0.0005348020818158774,4.531572295656958e7,5.4983064301660925e7,9.995132928510703e10,1.4463575686855123e-21,3.2705247804917047e-21,-1.4989651853329986e-15
0.0013144451662470645,4.531572295662596e7,5.498306430178842e7,9.995132922667413e10,1.4463573808627775e-21,3.2705245526001733e-21,-1.4989651857472726e-15
0.0030193095257054986,4.531572295674925e7,5.4983064302067205e7,9.995132909889752e10,1.4463569701462665e-21,3.2705240542642568e-21,-1.4989651866531758e-15
0.006429038244622367,4.531572295699584e7,5.4983064302624784e7,9.995132884334428e10,1.44635614871324e-21,3.270523057592418e-21,-1.4989651884649824e-15
0.013885174372020175,4.531572295753505e7,5.498306430384406e7,9.995132828451987e10,1.4463543524657832e-21,3.2705208781460146e-21,-1.4989651924269036e-15
0.030189687291730317,4.531572295871416e7,5.498306430651027e7,9.9951327062525e10,1.4463504245679887e-21,3.270516112297807e-21,-1.4989652010905322e-15
0.0627987131311506,4.5315722961072356e7,5.498306431184268e7,9.995132461853523e10,1.446342568771967e-21,3.2705065806008675e-21,-1.4989652184177904e-15
0.12801676480999116,4.531572296578871e7,5.498306432250745e7,9.995131973055562e10,1.4463268571781936e-21,3.2704875172048877e-21,-1.4989652530723092e-15
0.2706306532942252,4.5315722976101905e7,5.498306434582815e7,9.995130904189218e10,1.4462925002486506e-21,3.2704458308068e-21,-1.498965328852194e-15
0.5558584302626932,4.531572299672755e7,5.498306439246865e7,9.995128766456367e10,1.4462237863564742e-21,3.2703624579704508e-21,-1.4989654804120122e-15
1.1263139841996295,4.531572303797591e7,5.49830644857461e7,9.995124490990018e10,1.4460863584397605e-21,3.2701957121370563e-21,-1.498965783531843e-15
